Major Categories	2nd-tier	3rd-tier	Example
06 Education	03 Research/Homework	01 Research/homework for class for degree, certification, or licensure	organizing notes (degree, certificate, or licensure)
06 Education	03 Research/Homework	01 Research/homework for class for degree, certification, or licensure	licensure)
06 Education	03 Research/Homework	01 Research/homework for class for degree, certification, or licensure	writing paper/essay (degree, certificate, or licensure)
06 Education	03 Research/Homework	01 Research/homework for class for degree, certification, or licensure	reading (degree, certificate, or licensure)
06 Education	03 Research/Homework	01 Research/homework for class for degree, certification, or licensure	attending study group (degree, certificate, or
06 Education	03 Research/Homework	01 Research/homework for class for degree, certification, or licensure	reading/sending e-mail (degree, certificate, or
06 Education	03 Research/Homework	01 Research/homework for class for degree, certification, or licensure	licensure)
06 Education	03 Research/Homework	01 Research/homework for class for degree, certification, or licensure	licensure)
06 Education	03 Research/Homework	01 Research/homework for class for degree, certification, or licensure	reading the Bible/scriptures (degree, certificate, or
06 Education	03 Research/Homework	01 Research/homework for class for degree, certification, or licensure	studying (degree, certificate, or licensure)
06 Education	03 Research/Homework	01 Research/homework for class for degree, certification, or licensure	licensure)
06 Education	03 Research/Homework	02 Research/homework for class for pers. interest	listening to language cd (class for personal int.)
06 Education	03 Research/Homework	02 Research/homework for class for pers. interest	organizing notes (class for personal int.)
06 Education	03 Research/Homework	02 Research/homework for class for pers. interest	writing paper/essay (class for personal int.)
06 Education	03 Research/Homework	02 Research/homework for class for pers. interest	reading (class for personal int.)
06 Education	03 Research/Homework	02 Research/homework for class for pers. interest	attending study group (class for personal int.)
06 Education	03 Research/Homework	02 Research/homework for class for pers. interest	reading/sending e-mail (class for personal int.)
06 Education	03 Research/Homework	02 Research/homework for class for pers. interest	studying (class for personal int.)
06 Education	03 Research/Homework	03 Waiting associated with research/homework	waiting for study group
06 Education	03 Research/Homework	99 Research/homework n.e.c.*	studying for the SAT
06 Education	03 Research/Homework	99 Research/homework n.e.c.*	studying for the CPA exam
06 Education	03 Research/Homework	99 Research/homework n.e.c.*	studying for the GRE
06 Education	03 Research/Homework	99 Research/homework n.e.c.*	preparing for SAT
06 Education	03 Research/Homework	99 Research/homework n.e.c.*	studying for the LSAT
06 Education	03 Research/Homework	99 Research/homework n.e.c.*	preparing for the GRE
06 Education	03 Research/Homework	99 Research/homework n.e.c.*	studying for the GMAT
06 Education	03 Research/Homework	99 Research/homework n.e.c.*	preparing for the LSAT
06 Education	04 Registration/Administrative activities	01 Administrative activities: class for degree, certification, or licensure	enrolling in class (degree, certificate, or licensure)
06 Education	04 Registration/Administrative activities	01 Administrative activities: class for degree, certification, or licensure	getting ID for class (degree, certificate, or licensure)
06 Education	04 Registration/Administrative activities	01 Administrative activities: class for degree, certification, or licensure	registering for class (degree, certificate, or licensure)
06 Education	04 Registration/Administrative activities	01 Administrative activities: class for degree, certification, or licensure	paying tuition/fees for class (degree)
06 Education	04 Registration/Administrative activities	01 Administrative activities: class for degree, certification, or licensure	looking at course descriptions/listings (degree,
06 Education	04 Registration/Administrative activities	01 Administrative activities: class for degree, certification, or licensure	getting parking pass for class
06 Education	04 Registration/Administrative activities	01 Administrative activities: class for degree, certification, or licensure	certificate, or licensure)
06 Education	04 Registration/Administrative activities	01 Administrative activities: class for degree, certification, or licensure	(degree, certificate, or licensure)
06 Education	04 Registration/Administrative activities	02 Administrative activities: class for personal interest	enrolling in class (personal interest)
06 Education	04 Registration/Administrative activities	02 Administrative activities: class for personal interest	paying tuition for class (personal interest)
06 Education	04 Registration/Administrative activities	02 Administrative activities: class for personal interest	registering for class (personal interest)
06 Education	04 Registration/Administrative activities	02 Administrative activities: class for personal interest	getting parking pass for class (personal interest)
06 Education	04 Registration/Administrative activities	02 Administrative activities: class for personal interest	getting ID for class (personal interest)
06 Education	04 Registration/Administrative activities	02 Administrative activities: class for personal interest	paying fees for class (personal interest)
06 Education	04 Registration/Administrative activities	03 Waiting associated w/admin. activities (education)	waiting in line to register/get ID
06 Education	04 Registration/Administrative activities	03 Waiting associated w/admin. activities (education)	waiting in line to pay tuition/fees
06 Education	04 Registration/Administrative activities	03 Waiting associated w/admin. activities (education)	waiting to enroll in class
06 Education	04 Registration/Administrative activities	99 Administrative for education, n.e.c.*	registering for LSAT
06 Education	04 Registration/Administrative activities	99 Administrative for education, n.e.c.*	registering for test prep class
06 Education	04 Registration/Administrative activities	99 Administrative for education, n.e.c.*	registering for GMAT
06 Education	04 Registration/Administrative activities	99 Administrative for education, n.e.c.*	registering for GRE
06 Education	04 Registration/Administrative activities	99 Administrative for education, n.e.c.*	registering for CPA exam
06 Education	04 Registration/Administrative activities	99 Administrative for education, n.e.c.*	registering for SAT
06 Education	04 Registration/Administrative activities	99 Administrative for education, n.e.c.*	registering for MCAT
06 Education	99 Education, n.e.c.*	99 Education, n.e.c.*	attending own graduation ceremony
06 Education	99 Education, n.e.c.*	99 Education, n.e.c.*	taking the LSAT
06 Education	99 Education, n.e.c.*	99 Education, n.e.c.*	taking the GMAT
06 Education	99 Education, n.e.c.*	99 Education, n.e.c.*	taking the GRE
06 Education	99 Education, n.e.c.*	99 Education, n.e.c.*	taking the CPA exam
06 Education	99 Education, n.e.c.*	99 Education, n.e.c.*	taking the SAT
06 Education	99 Education, n.e.c.*	99 Education, n.e.c.*	taking the MCAT
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	01 Grocery shopping	buying/ordering/paying for groceries
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	01 Grocery shopping	talking to the produce manager
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	01 Grocery shopping	ordering groceries online
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	02 Purchasing gas	buying gas/paying for gasoline
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	02 Purchasing gas	talking to gas station attendant
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	02 Purchasing gas	pumping gas
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	03 Purchasing food (not groceries)	paying the pizza delivery person
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	03 Purchasing food (not groceries)	paying for meal at restaurant
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	03 Purchasing food (not groceries)	paying check for a meal/drink/snack
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	03 Purchasing food (not groceries)	picking up take-out food
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	03 Purchasing food (not groceries)	buying fast food
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	03 Purchasing food (not groceries)	placing order at a deli/fast food place
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	03 Purchasing food (not groceries)	paying for fast food at drive-through
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	03 Purchasing food (not groceries)	talking to fast food cashier/talking to the waiter
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	buying movie tickets
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	paying for purchases
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	browsing/shopping but not yet buying
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	paying for movie tickets
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	shopping at warehouse stores (Wal-Mart, Costco, Supebuying/ordering clothes
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	shopping at mall
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	buying books/CDs/other items
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	ordering products
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	looking at products
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	shopping at e-bay/flea markets/auctions
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	shopping at yard sales
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	shopping for a new or used car
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	buying gardening supplies
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	test-driving a vehicle
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	renting a tuxedo
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	buying/paying for a new or used car
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	renting a rug shampooer
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	checking out of hotel/motel/B&B
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	renting lawn equipment
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	browsing/shopping at fundraisers
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	ordering concert tickets/ordering football tickets
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	dropping off products for repairs
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	visiting a book fair
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	buying everyday consumer goods
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	talking to the salesclerk
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	buying a pet
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	returning videotapes to store/renting a movie
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	buying appliances
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	picking up prescriptions/film
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	renting products
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	looking through catalogs
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	returning consumer goods
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	looking at products in catalogs
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	renting a car/truck/van
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	buying postage stamps
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	paying for a rental car/truck/van
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	window shopping
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	buying airline tickets online
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	04 Shopping, except groceries, food and gas	checking into hotel/motel/B&B
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	05 Waiting associated with shopping	waiting in line to purchase groceries
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	05 Waiting associated with shopping	waiting in line to pay for goods/buy gas
07 Consumer Purchases	01 Shopping (Store, Telephone, Internet)	99 Shopping, n.e.c.*	#N/A
07 Consumer Purchases	02 Researching Purchases	01 Comparison shopping	researching items/prices/availability
07 Consumer Purchases	02 Researching Purchases	01 Comparison shopping	browsing through circulars
07 Consumer Purchases	02 Researching Purchases	01 Comparison shopping	reading product reviews
07 Consumer Purchases	02 Researching Purchases	01 Comparison shopping	comparing prices at different stores
07 Consumer Purchases	02 Researching Purchases	01 Comparison shopping	comparison shopping on the Internet
07 Consumer Purchases	02 Researching Purchases	99 Researching purchases, n.e.c.*	#N/A
07 Consumer Purchases	03 Security Procedures Rel. to Consumer Purchases	01 Security procedures rel. to consumer purchases	opening bags for security search
07 Consumer Purchases	03 Security Procedures Rel. to Consumer Purchases	01 Security procedures rel. to consumer purchases	passing through metal detector
07 Consumer Purchases	03 Security Procedures Rel. to Consumer Purchases	01 Security procedures rel. to consumer purchases	(consumer purchases)
07 Consumer Purchases	03 Security Procedures Rel. to Consumer Purchases	01 Security procedures rel. to consumer purchases	(consumer purchases)
07 Consumer Purchases	03 Security Procedures Rel. to Consumer Purchases	01 Security procedures rel. to consumer purchases	being searched at security checkpoint (consumer purchases)
07 Consumer Purchases	03 Security Procedures Rel. to Consumer Purchases	99 Security procedures rel. to consumer purchases, n.e.c.*	#N/A
07 Consumer Purchases	99 Consumer Purchases, n.e.c.*	99 Consumer purchases, n.e.c.*	#N/A
08 Professional & Personal Care Services	01 Childcare Services	01 Using paid childcare services	hiring a nanny or babysitter
08 Professional & Personal Care Services	01 Childcare Services	01 Using paid childcare services	paying for lessons, instructions
08 Professional & Personal Care Services	01 Childcare Services	01 Using paid childcare services	paying for daycare
08 Professional & Personal Care Services	01 Childcare Services	01 Using paid childcare services	paying for tutorial services
08 Professional & Personal Care Services	01 Childcare Services	01 Using paid childcare services	checking out daycare facility
08 Professional & Personal Care Services	01 Childcare Services	01 Using paid childcare services	hiring a tutor
08 Professional & Personal Care Services	01 Childcare Services	01 Using paid childcare services	paying for summer camp
08 Professional & Personal Care Services	01 Childcare Services	01 Using paid childcare services	paying for after school care program
08 Professional & Personal Care Services	01 Childcare Services	01 Using paid childcare services	talking to/with the daycare provider
08 Professional & Personal Care Services	01 Childcare Services	01 Using paid childcare services	meeting with daycare providers
08 Professional & Personal Care Services	01 Childcare Services	01 Using paid childcare services	talking to/with the camp counselor
08 Professional & Personal Care Services	01 Childcare Services	01 Using paid childcare services	talking to/with babysitter
08 Professional & Personal Care Services	01 Childcare Services	02 Waiting associated w/purchasing childcare svcs	waiting to meet a childcare provider
08 Professional & Personal Care Services	01 Childcare Services	99 Using paid childcare services, n.e.c.*	#N/A
08 Professional & Personal Care Services	02 Financial Services and Banking	01 Banking	doing banking
08 Professional & Personal Care Services	02 Financial Services and Banking	01 Banking	finding out information about loans
08 Professional & Personal Care Services	02 Financial Services and Banking	01 Banking	making a withdrawal, deposit, transfer
08 Professional & Personal Care Services	02 Financial Services and Banking	01 Banking	meeting with loan officer
08 Professional & Personal Care Services	02 Financial Services and Banking	01 Banking	applying for a loan or mortgage
08 Professional & Personal Care Services	02 Financial Services and Banking	01 Banking	talking to/with the bank manager
08 Professional & Personal Care Services	02 Financial Services and Banking	01 Banking	filling in loan applications
08 Professional & Personal Care Services	02 Financial Services and Banking	01 Banking	talking to/with a teller
08 Professional & Personal Care Services	02 Financial Services and Banking	01 Banking	using the ATM
08 Professional & Personal Care Services	02 Financial Services and Banking	01 Banking	talking to/with a loan officer
08 Professional & Personal Care Services	02 Financial Services and Banking	01 Banking	checking a bank account online
08 Professional & Personal Care Services	02 Financial Services and Banking	01 Banking	applying for a loan online
08 Professional & Personal Care Services	02 Financial Services and Banking	02 Using other financial services	meeting with an accountant
08 Professional & Personal Care Services	02 Financial Services and Banking	02 Using other financial services	meeting with claims adjuster
08 Professional & Personal Care Services	02 Financial Services and Banking	02 Using other financial services	meeting with stockbroker
08 Professional & Personal Care Services	02 Financial Services and Banking	02 Using other financial services	talking to/with claims adjusters
08 Professional & Personal Care Services	02 Financial Services and Banking	02 Using other financial services	completing a credit card application
08 Professional & Personal Care Services	02 Financial Services and Banking	02 Using other financial services	talking to/with an accountant
08 Professional & Personal Care Services	02 Financial Services and Banking	02 Using other financial services	meeting w/insurance agent
08 Professional & Personal Care Services	02 Financial Services and Banking	02 Using other financial services	talking to/with stock broker
08 Professional & Personal Care Services	02 Financial Services and Banking	02 Using other financial services	talking to/with insurance agents
08 Professional & Personal Care Services	02 Financial Services and Banking	02 Using other financial services	applying for a credit card online
08 Professional & Personal Care Services	02 Financial Services and Banking	03 Waiting associated w/banking/financial services	waiting in line at the bank
08 Professional & Personal Care Services	02 Financial Services and Banking	99 Using financial services and banking, n.e.c.*	#N/A
08 Professional & Personal Care Services	03 Legal Services	01 Using legal services	paying a lawyer
08 Professional & Personal Care Services	03 Legal Services	01 Using legal services	talking to/with a mediator
08 Professional & Personal Care Services	03 Legal Services	01 Using legal services	meeting with a lawyer/paralegal
08 Professional & Personal Care Services	03 Legal Services	01 Using legal services	talking to/with a paralegal/arbitrator
08 Professional & Personal Care Services	03 Legal Services	01 Using legal services	talking to/with a lawyer
08 Professional & Personal Care Services	03 Legal Services	01 Using legal services	meeting with arbitrator/mediator
08 Professional & Personal Care Services	03 Legal Services	02 Waiting associated with legal services	waiting to meet a lawyer
08 Professional & Personal Care Services	03 Legal Services	99 Using legal services, n.e.c.*	#N/A
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	having dental work done
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	talking to/with a pharmacist
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	having an eye exam
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	having wisdom teeth removed
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	having inpatient treatment
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	attending group therapy
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	having outpatient treatment
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	having acupuncture
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	having a doctor's appointment
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	talking to/with a doctor
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	having a physical
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	talking to/with a nurse
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	seeing a psychologist
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	talking to/with a healthcare practitioner
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	receiving physical therapy
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	purchasing adult daycare
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	seeing a chiropractor
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	paying for adult care services
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	making a co-payment
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	paying for long-term care
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	paying for healthcare services
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	purchasing elder care services
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	talking to/with a physical therapist
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	purchasing hospice/respite care
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	talking to/with a psychologist
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	checking out adult care facility
08 Professional & Personal Care Services	04 Medical and Care Services	01 Using health and care services outside the home	paying the doctor
08 Professional & Personal Care Services	04 Medical and Care Services	02 Using in-home health and care services	receiving in-home healthcare
08 Professional & Personal Care Services	04 Medical and Care Services	02 Using in-home health and care services	hiring someone to look after hh adult
08 Professional & Personal Care Services	04 Medical and Care Services	03 Waiting associated with medical services	waiting at the physician's office
08 Professional & Personal Care Services	04 Medical and Care Services	03 Waiting associated with medical services	waiting for surgery
08 Professional & Personal Care Services	04 Medical and Care Services	03 Waiting associated with medical services	waiting for lab test results
08 Professional & Personal Care Services	04 Medical and Care Services	99 Using medical services, n.e.c.*	#N/A
08 Professional & Personal Care Services	05 Personal Care Services	01 Using personal care services	getting a haircut
08 Professional & Personal Care Services	05 Personal Care Services	01 Using personal care services	talking to/with the hair stylist
08 Professional & Personal Care Services	05 Personal Care Services	01 Using personal care services	having nails done
08 Professional & Personal Care Services	05 Personal Care Services	01 Using personal care services	talking to/with the manicurist
08 Professional & Personal Care Services	05 Personal Care Services	01 Using personal care services	having a facial
08 Professional & Personal Care Services	05 Personal Care Services	01 Using personal care services	having a pedicure
08 Professional & Personal Care Services	05 Personal Care Services	01 Using personal care services	having a massage
08 Professional & Personal Care Services	05 Personal Care Services	01 Using personal care services	getting hair done
08 Professional & Personal Care Services	05 Personal Care Services	01 Using personal care services	paying for a haircut
08 Professional & Personal Care Services	05 Personal Care Services	01 Using personal care services	getting a tan at the tanning salon
08 Professional & Personal Care Services	05 Personal Care Services	02 Waiting associated w/personal care services	waiting for the barber
08 Professional & Personal Care Services	05 Personal Care Services	99 Using personal care services, n.e.c.*	#N/A
08 Professional & Personal Care Services	06 Real Estate	01 Activities rel. to purchasing/selling real estate	looking at property
08 Professional & Personal Care Services	06 Real Estate	01 Activities rel. to purchasing/selling real estate	talking to/with a home buyer
08 Professional & Personal Care Services	06 Real Estate	01 Activities rel. to purchasing/selling real estate	purchasing house, apartment, land
08 Professional & Personal Care Services	06 Real Estate	01 Activities rel. to purchasing/selling real estate	talking to/with a home seller
08 Professional & Personal Care Services	06 Real Estate	01 Activities rel. to purchasing/selling real estate	reviewing house information
08 Professional & Personal Care Services	06 Real Estate	01 Activities rel. to purchasing/selling real estate	writing a contract on an apartment
08 Professional & Personal Care Services	06 Real Estate	01 Activities rel. to purchasing/selling real estate	reading real estate ads
08 Professional & Personal Care Services	06 Real Estate	01 Activities rel. to purchasing/selling real estate	putting up "for sale" signs for house
08 Professional & Personal Care Services	06 Real Estate	01 Activities rel. to purchasing/selling real estate	renting house, apartment, land
08 Professional & Personal Care Services	06 Real Estate	01 Activities rel. to purchasing/selling real estate	attending open house (real estate)
08 Professional & Personal Care Services	06 Real Estate	01 Activities rel. to purchasing/selling real estate	writing a contract on a house/property
08 Professional & Personal Care Services	06 Real Estate	01 Activities rel. to purchasing/selling real estate	talking to home inspector
08 Professional & Personal Care Services	06 Real Estate	01 Activities rel. to purchasing/selling real estate	renting storage space
08 Professional & Personal Care Services	06 Real Estate	01 Activities rel. to purchasing/selling real estate	meeting a real estate agent
08 Professional & Personal Care Services	06 Real Estate	01 Activities rel. to purchasing/selling real estate	closing on house/condominium
08 Professional & Personal Care Services	06 Real Estate	01 Activities rel. to purchasing/selling real estate	signing a lease
08 Professional & Personal Care Services	06 Real Estate	01 Activities rel. to purchasing/selling real estate	talking to/with a real estate agent
08 Professional & Personal Care Services	06 Real Estate	01 Activities rel. to purchasing/selling real estate	signing a housing contract
08 Professional & Personal Care Services	06 Real Estate	02 Waiting associated w/purchasing/selling real estate	waiting for a real estate agent
08 Professional & Personal Care Services	06 Real Estate	99 Using real estate services, n.e.c.*	#N/A
08 Professional & Personal Care Services	07 Veterinary Services (excluding grooming)	01 Using veterinary services	purchasing medicine for a pet
08 Professional & Personal Care Services	07 Veterinary Services (excluding grooming)	01 Using veterinary services	talking to/with vet assistant/vet tech.
08 Professional & Personal Care Services	07 Veterinary Services (excluding grooming)	01 Using veterinary services	paying for veterinary services
08 Professional & Personal Care Services	07 Veterinary Services (excluding grooming)	01 Using veterinary services	paying for pet health insurance
08 Professional & Personal Care Services	07 Veterinary Services (excluding grooming)	01 Using veterinary services	talking to/with vet
08 Professional & Personal Care Services	07 Veterinary Services (excluding grooming)	02 Waiting associated with veterinary services	waiting for the vet
08 Professional & Personal Care Services	07 Veterinary Services (excluding grooming)	99 Using veterinary services, n.e.c.*	#N/A
08 Professional & Personal Care Services	08 Security Procedures Rel. to Professional/Personal Svcs.	01 Security procedures rel. to professional/personal svcs.	opening bags for security search (professional svcs)
08 Professional & Personal Care Services	08 Security Procedures Rel. to Professional/Personal Svcs.	01 Security procedures rel. to professional/personal svcs.	passing through metal detector (professional svcs)
08 Professional & Personal Care Services	08 Security Procedures Rel. to Professional/Personal Svcs.	01 Security procedures rel. to professional/personal svcs.	being searched at security checkpoint (professional svcs)
08 Professional & Personal Care Services	08 Security Procedures Rel. to Professional/Personal Svcs.	99 Security procedures rel. to professional/personal svcs n.e.c.*	#N/A
08 Professional & Personal Care Services	99 Professional and Personal Services, n.e.c.*	99 Professional and personal services, n.e.c.*	sitting for photos at a portrait studio
08 Professional & Personal Care Services	99 Professional and Personal Services, n.e.c.*	99 Professional and personal services, n.e.c.*	having a family portrait made
08 Professional & Personal Care Services	99 Professional and Personal Services, n.e.c.*	99 Professional and personal services, n.e.c.*	meeting with a wedding planner
09 Household Services	01 Household Services (not done by self)	01 Using interior cleaning services	hiring a cleaning service or maid
09 Household Services	01 Household Services (not done by self)	01 Using interior cleaning services	talking to/meeting with the maid/maid service
09 Household Services	01 Household Services (not done by self)	01 Using interior cleaning services	hiring a butler
09 Household Services	01 Household Services (not done by self)	01 Using interior cleaning services	hiring carpet cleaners
09 Household Services	01 Household Services (not done by self)	01 Using interior cleaning services	paying a cleaning service
09 Household Services	01 Household Services (not done by self)	02 Using meal preparation services	hiring a caterer
09 Household Services	01 Household Services (not done by self)	02 Using meal preparation services	meeting a caterer
09 Household Services	01 Household Services (not done by self)	02 Using meal preparation services	hiring wait staff/bartender for a party
09 Household Services	01 Household Services (not done by self)	02 Using meal preparation services	tipping the wait staff or bartender
09 Household Services	01 Household Services (not done by self)	02 Using meal preparation services	hiring a personal chef
09 Household Services	01 Household Services (not done by self)	02 Using meal preparation services	talking to/meeting with caterer
09 Household Services	01 Household Services (not done by self)	02 Using meal preparation services	paying the caterer
09 Household Services	01 Household Services (not done by self)	02 Using meal preparation services	talking to/meeting with reception planner
09 Household Services	01 Household Services (not done by self)	02 Using meal preparation services	paying the wait staff
09 Household Services	01 Household Services (not done by self)	03 Using clothing repair and cleaning services	dropping off clothes at the dry cleaners
09 Household Services	01 Household Services (not done by self)	03 Using clothing repair and cleaning services	having a suit tailored
09 Household Services	01 Household Services (not done by self)	03 Using clothing repair and cleaning services	having a garment altered
09 Household Services	01 Household Services (not done by self)	03 Using clothing repair and cleaning services	having a dress hemmed
09 Household Services	01 Household Services (not done by self)	03 Using clothing repair and cleaning services	having shirts laundered
09 Household Services	01 Household Services (not done by self)	03 Using clothing repair and cleaning services	paying the drycleaner
09 Household Services	01 Household Services (not done by self)	03 Using clothing repair and cleaning services	picking up clothing at the dry cleaners
09 Household Services	01 Household Services (not done by self)	03 Using clothing repair and cleaning services	paying the tailor
09 Household Services	01 Household Services (not done by self)	04 Waiting associated with using household services	waiting for the cleaning service
09 Household Services	01 Household Services (not done by self)	04 Waiting associated with using household services	waiting for meal preparation services
09 Household Services	01 Household Services (not done by self)	04 Waiting associated with using household services	watching paid cook prepare a meal
09 Household Services	01 Household Services (not done by self)	99 Using household services, n.e.c.*	#N/A
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	hiring an electrician or plumber
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	hiring someone to clean house siding
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	hiring/meeting w/interior designer
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	hiring/meeting w/interior decorator
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	hiring a prof. home remodeling svc.
